cityid,regionid,countryid,countryname,countrycode,Continent,StateProvinceName,cityname,latitude,longitude
6754868,2883,182,Romania,RO,Europe,Arad,Fundu Her?ii,48.11323,26.3136
6754861,2883,182,Romania,RO,Europe,Arad,Fundu R?c?ciuni,46.35864,26.88987
6754858,2883,182,Romania,RO,Europe,Arad,Fundu Tutovei,46.69612,27.18822
6754855,2883,182,Romania,RO,Europe,Arad,Fundu V?ii,46.57136,27.52405
6754856,2883,182,Romania,RO,Europe,Arad,Fundu V?ii,46.54608,27.6784
6754857,2883,182,Romania,RO,Europe,Arad,Fundu V?ii,46.42155,27.13687
6754854,2883,182,Romania,RO,Europe,Arad,Furcenii Vechi,45.83604,27.32806
6754853,2883,182,Romania,RO,Europe,Arad,Furc?oara,46.01448,22.75739
6754848,2883,182,Romania,RO,Europe,Arad,Furde?ti,46.31667,22.76667
6754846,2883,182,Romania,RO,Europe,Arad,Furduie?ti,46.33609,23.07947
6808719,2883,182,Romania,RO,Europe,Arad,Furduie?ti,46.31271,22.99104
6754843,2883,182,Romania,RO,Europe,Arad,Furnicari,46.50815,26.99793
6754840,2883,182,Romania,RO,Europe,Arad,Gad,45.46765,20.9911
6753116,2883,182,Romania,RO,Europe,Arad,Gâdin?i,46.93333,27.01667
6754554,2883,182,Romania,RO,Europe,Arad,G?ge?ti,46.33333,27.96667
6754555,2883,182,Romania,RO,Europe,Arad,G?ge?ti,45.85598,27.0554
6806364,2883,182,Romania,RO,Europe,Arad,Gai,46.20989,21.27451
6754551,2883,182,Romania,RO,Europe,Arad,G?iceana,46.33333,27.21667
6754548,2883,182,Romania,RO,Europe,Arad,G?idaru,46.46667,26.75
6754547,2883,182,Romania,RO,Europe,Arad,G?ina,46.34616,22.74432
6754542,2883,182,Romania,RO,Europe,Arad,Gaiu Mic,45.29633,21.20916
6754495,2883,182,Romania,RO,Europe,Arad,Gal?a,46.2881,21.65137
6754536,2883,182,Romania,RO,Europe,Arad,G?l??eni,46.98534,22.42605
6754537,2883,182,Romania,RO,Europe,Arad,G?l??eni,46.8937,23.18003
6754530,2883,182,Romania,RO,Europe,Arad,Gala?i,46.08954,23.29298
6754541,2883,182,Romania,RO,Europe,Arad,G?l?ne?ti,47.91667,25.8
6807836,2883,182,Romania,RO,Europe,Arad,Galaxy Hotel,45.788,21.237
6754521,2883,182,Romania,RO,Europe,Arad,Galbena,46.46667,22.76667
6754520,2883,182,Romania,RO,Europe,Arad,Galbeni,46.10893,27.37666
6774405,2883,182,Romania,RO,Europe,Arad,Galbeni Mediumwave Transmitter,46.7557,26.84775
6754515,2883,182,Romania,RO,Europe,Arad,Galbina,46.02714,23.07043
6754505,2883,182,Romania,RO,Europe,Arad,Galeri,46.39938,27.04709
6754499,2883,182,Romania,RO,Europe,Arad,G?le?ti,46.18333,27.25
6754501,2883,182,Romania,RO,Europe,Arad,G?le?ti,46.38333,23.1
6754497,2883,182,Romania,RO,Europe,Arad,Galin,46.18333,26.98333
6754496,2883,182,Romania,RO,Europe,Arad,Galo?petreu,47.48345,22.2173
6753101,2883,182,Romania,RO,Europe,Arad,Gâl?e?ti,46.43333,27.51667
6754489,2883,182,Romania,RO,Europe,Arad,Gana?,47.51862,22.69334
6754484,2883,182,Romania,RO,Europe,Arad,G?ne?ti,47.16718,27.03189
6754485,2883,182,Romania,RO,Europe,Arad,G?ne?ti,46.81178,27.92715
6754486,2883,182,Romania,RO,Europe,Arad,G?ne?ti,46.39011,23.12991
6754488,2883,182,Romania,RO,Europe,Arad,G?ne?ti,46.0897,27.99337
6809008,2883,182,Romania,RO,Europe,Arad,Gara,47.77609,26.04653
6768694,2883,182,Romania,RO,Europe,Arad,Gara Aghire?,46.88333,23.28333
6768160,2883,182,Romania,RO,Europe,Arad,Gara Ale?d,47.05,22.35
6754482,2883,182,Romania,RO,Europe,Arad,Gara B?l?b?ne?ti,46.13333,27.68333
6760769,2883,182,Romania,RO,Europe,Arad,Gara Bâlca,46.15,26.98333
6763917,2883,182,Romania,RO,Europe,Arad,Gara B?lteni,46.7,27.63333
6754481,2883,182,Romania,RO,Europe,Arad,Gara Banca,46.33923,27.7942
6760702,2883,182,Romania,RO,Europe,Arad,Gara Bârnova,47.01667,27.56667
6761700,2883,182,Romania,RO,Europe,Arad,Gara Beregs?u,45.77639,21.00944
6761687,2883,182,Romania,RO,Europe,Arad,Gara Bere?ti,46.1,27.86667
6754480,2883,182,Romania,RO,Europe,Arad,Gara Berheci,45.97429,27.43747
6759884,2883,182,Romania,RO,Europe,Arad,Gara Bocsig,46.45,21.95
6759131,2883,182,Romania,RO,Europe,Arad,Gara Bolca?,47.35,22.23333
6757542,2883,182,Romania,RO,Europe,Arad,Gara Br?i?or,46.88333,22.93333
6754479,2883,182,Romania,RO,Europe,Arad,Gara Buh?e?ti,46.8,27.55
6754752,2883,182,Romania,RO,Europe,Arad,Gara Buh?e?ti,46.8,27.55
6753035,2883,182,Romania,RO,Europe,Arad,Gara Cacica,47.63333,25.93333
6751594,2883,182,Romania,RO,Europe,Arad,Gara Carasa,47.93333,26.51667
6770018,2883,182,Romania,RO,Europe,Arad,Gara Cicir,46.16667,21.46667
6769565,2883,182,Romania,RO,Europe,Arad,Gara Comlo?u Mare,45.90056,20.62583
6764952,2883,182,Romania,RO,Europe,Arad,Gara Cotnari,47.35,26.96667
6754475,2883,182,Romania,RO,Europe,Arad,Gara Crasnei,46.51667,27.81667
6764022,2883,182,Romania,RO,Europe,Arad,Gara Criste?ti Jijia,47.16667,27.71667
6763098,2883,182,Romania,RO,Europe,Arad,Gara Cucuteni,47.2,27.38333
6754473,2883,182,Romania,RO,Europe,Arad,Gara Doc?neasa,46.11378,27.78544
6754472,2883,182,Romania,RO,Europe,Arad,Gara Epureni,46.23333,27.91667
6757837,2883,182,Romania,RO,Europe,Arad,Gara Faraoani,46.4,26.95
6754471,2883,182,Romania,RO,Europe,Arad,Gara Frunzeasca,45.91667,27.41667
6754516,2883,182,Romania,RO,Europe,Arad,Gara Galbeni,46.75,26.88333
6753632,2883,182,Romania,RO,Europe,Arad,Gara Ghib?r?eni,46.03333,27.93333
6754469,2883,182,Romania,RO,Europe,Arad,Gara Ghidigeni,46.07033,27.48478
6750036,2883,182,Romania,RO,Europe,Arad,Gara Hece Lespezi,47.35,26.66667
6754108,2883,182,Romania,RO,Europe,Arad,Gara Iacomi,46.05,27.45
6748056,2883,182,Romania,RO,Europe,Arad,Gara Ili?e?ti,47.56667,25.95
6747825,2883,182,Romania,RO,Europe,Arad,Gara Ionel,45.57,20.85444
6747767,2883,182,Romania,RO,Europe,Arad,Gara Ite?ti,46.65,26.9
6797048,2883,182,Romania,RO,Europe,Arad,Gara Larga Jijia,47.33333,27.38333
6796935,2883,182,Romania,RO,Europe,Arad,Gara Le? Bihor,46.98333,21.81667
6754107,2883,182,Romania,RO,Europe,Arad,Gara Leu,47.33326,26.52204
6796412,2883,182,Romania,RO,Europe,Arad,Gara Lunca de Mijloc,46.58333,25.98333
6794926,2883,182,Romania,RO,Europe,Arad,Gara M?rueni,45.42083,21.51417
6788904,2883,182,Romania,RO,Europe,Arad,Gara Mâsca M?derat,46.3,21.66667
6790309,2883,182,Romania,RO,Europe,Arad,Gara Mer?i?oara,45.91417,21.1725
6789475,2883,182,Romania,RO,Europe,Arad,Gara Mili??u?i,47.78333,26.05
6788945,2883,182,Romania,RO,Europe,Arad,Gara Mirce?ti,47.05,26.83333
6784454,2883,182,Romania,RO,Europe,Arad,Gara Muncel,47.16597,26.74776
6784429,2883,182,Romania,RO,Europe,Arad,Gara Munteni,46.58333,27.75
6784045,2883,182,Romania,RO,Europe,Arad,Gara Nad??,46.11667,21.95
6782892,2883,182,Romania,RO,Europe,Arad,Gara Nicolina,47.14786,27.57974
6781104,2883,182,Romania,RO,Europe,Arad,Gara Ocoli?el,46.5,23.53333
6780786,2883,182,Romania,RO,Europe,Arad,Gara Or??tie,45.86667,23.2
6780769,2883,182,Romania,RO,Europe,Arad,Gara Orbeni,46.28333,27.05
6779820,2883,182,Romania,RO,Europe,Arad,Gara Palanca,46.53333,26.11667
6778422,2883,182,Romania,RO,Europe,Arad,Gara Piatra Craiului,46.91667,22.71667
6772765,2883,182,Romania,RO,Europe,Arad,Gara Pischia,45.9,21.35
6752923,2883,182,Romania,RO,Europe,Arad,Gara Resighea,47.61667,22.28333
6745963,2883,182,Romania,RO,Europe,Arad,Gara Ro?ie?ti,46.41667,27.83333
6745947,2883,182,Romania,RO,Europe,Arad,Gara Ro?iori Bihor,47.26667,21.93333
6745457,2883,182,Romania,RO,Europe,Arad,Gar? Ruginoasa,47.23333,26.83333
6771657,2883,182,Romania,RO,Europe,Arad,Gara S?cueni Bihor,47.36667,22.08333
6771656,2883,182,Romania,RO,Europe,Arad,Gara S?cueni Roman,46.85,26.88333
6771040,2883,182,Romania,RO,Europe,Arad,Gara S?lciua,46.4,23.41667
6763750,2883,182,Romania,RO,Europe,Arad,Gara Sârca,47.23333,27.15
6769879,2883,182,Romania,RO,Europe,Arad,Gara Sascut,46.2,27.1
6764241,2883,182,Romania,RO,Europe,Arad,Gara Sinia,45.68861,21.71556
6808711,2883,182,Romania,RO,Europe,Arad,Gara Socola,47.13886,27.60652
6761028,2883,182,Romania,RO,Europe,Arad,Gara Stâna,46.88333,23.15
6759213,2883,182,Romania,RO,Europe,Arad,Gara Suceava Burdujeni,47.67027,26.26599
6754105,2883,182,Romania,RO,Europe,Arad,Gara Suzana,46.25,27.9
6754104,2883,182,Romania,RO,Europe,Arad,Gara T?l??man,46.13261,27.84204
6755881,2883,182,Romania,RO,Europe,Arad,Gara Târnova Z?rand,46.33333,21.78333
6756348,2883,182,Romania,RO,Europe,Arad,Gara Timi?eni,45.64722,21.1825
6756344,2883,182,Romania,RO,Europe,Arad,Gara Timi?oara Fabric?,45.76667,21.25
6755220,2883,182,Romania,RO,Europe,Arad,Gara Todireni,47.6,27.15
6755213,2883,182,Romania,RO,Europe,Arad,Gara Todire?ti,47.7,26.03333
6769566,2883,182,Romania,RO,Europe,Arad,Gara Tomnatic,45.9925,20.67139
6754709,2883,182,Romania,RO,Europe,Arad,Gara Topolov??u,45.76972,21.62944
6754103,2883,182,Romania,RO,Europe,Arad,Gara Tutova,46.11667,27.55
6751204,2883,182,Romania,RO,Europe,Arad,Gara Ungureni,47.88333,26.8
6747886,2883,182,Romania,RO,Europe,Arad,Gara Valea Seac?,46.48333,26.93333
6802783,2883,182,Romania,RO,Europe,Arad,Gara Vaslui,46.62592,27.72752
6744731,2883,182,Romania,RO,Europe,Arad,Gara Vic?ani,47.93333,25.96667
6742167,2883,182,Romania,RO,Europe,Arad,Gara Voiteni,45.47667,21.22556
6741894,2883,182,Romania,RO,Europe,Arad,Gara Vorniceni,47.91667,26.66667
6741016,2883,182,Romania,RO,Europe,Arad,Gara Zl?tunoaia,47.68333,27.06667
6753093,2883,182,Romania,RO,Europe,Arad,Gârb?u,46.81667,23.41667
6753094,2883,182,Romania,RO,Europe,Arad,Gârb?u,46.83305,23.3524
6753091,2883,182,Romania,RO,Europe,Arad,Gârbeni,48.08171,26.65712
6753089,2883,182,Romania,RO,Europe,Arad,Gârbe?ti,47.6,27.08333
6753090,2883,182,Romania,RO,Europe,Arad,Gârbe?ti,46.98333,27.3
6753078,2883,182,Romania,RO,Europe,Arad,Gârbovana,46.2,26.88333
6753077,2883,182,Romania,RO,Europe,Arad,Gârbov??,46.01667,27.51667
6753072,2883,182,Romania,RO,Europe,Arad,Gârceni,46.76667,27.28333
6753070,2883,182,Romania,RO,Europe,Arad,Gârcina,46.97691,26.34573
6753067,2883,182,Romania,RO,Europe,Arad,Gârcina de Sus,46.96667,26.33333
6753066,2883,182,Romania,RO,Europe,Arad,Gârcini?a,46.96667,26.33333
6753063,2883,182,Romania,RO,Europe,Arad,Gârda,46.3,23.13333
6753061,2883,182,Romania,RO,Europe,Arad,Gârda de Sus,46.45,22.81667
6753062,2883,182,Romania,RO,Europe,Arad,Gârda-B?rbule?ti,46.31667,23.05
6753058,2883,182,Romania,RO,Europe,Arad,Gârda-Seac?,46.55,22.8
6753057,2883,182,Romania,RO,Europe,Arad,Gârde,46.38759,23.14292
6753055,2883,182,Romania,RO,Europe,Arad,Gârde?ti,46.55,27.45
6808729,2883,182,Romania,RO,Europe,Arad,Gârla Anei,46.55391,27.09283
6753049,2883,182,Romania,RO,Europe,Arad,Gârleni,46.66667,26.8
6760861,2883,182,Romania,RO,Europe,Arad,Gârlenii de Sus,46.65414,26.79491
6753046,2883,182,Romania,RO,Europe,Arad,Gârli?te,45.2,21.8
6753047,2883,182,Romania,RO,Europe,Arad,Gârli?te,45.18333,21.83333
6752599,2883,182,Romania,RO,Europe,Arad,Gâ?teni,46.33333,26.95
6752598,2883,182,Romania,RO,Europe,Arad,Gâ?te?ti,47.25,26.66667
6754101,2883,182,Romania,RO,Europe,Arad,G?taia,45.43111,21.43
6754093,2883,182,Romania,RO,Europe,Arad,G?ureni,47.15178,27.50712
6754086,2883,182,Romania,RO,Europe,Arad,G?vanu,46.50938,27.6116
6754085,2883,182,Romania,RO,Europe,Arad,Gavojdia,45.61667,22.01667
6754083,2883,182,Romania,RO,Europe,Arad,Gavrilesceni,46.9,26.08333
6754082,2883,182,Romania,RO,Europe,Arad,G?z?rie,46.48928,26.51877
6754078,2883,182,Romania,RO,Europe,Arad,Geam?na,46.3282,23.21243
6754079,2883,182,Romania,RO,Europe,Arad,Geam?na,46.28333,23.25
6754074,2883,182,Romania,RO,Europe,Arad,Gefu,46.07475,27.51638
6754073,2883,182,Romania,RO,Europe,Arad,Gelmar,45.90269,23.22508
6754072,2883,182,Romania,RO,Europe,Arad,Gelu,46.00591,21.06002
6754068,2883,182,Romania,RO,Europe,Arad,Geoagiu,45.91667,23.2
6754064,2883,182,Romania,RO,Europe,Arad,Geoagiu de Jos,45.91667,23.2
6754062,2883,182,Romania,RO,Europe,Arad,Geoagiu de Sus,45.91667,23.2
6754065,2883,182,Romania,RO,Europe,Arad,Geoagiu-B?i,45.93638,23.1634
6754061,2883,182,Romania,RO,Europe,Arad,Geogel,46.3097,23.3818
6754060,2883,182,Romania,RO,Europe,Arad,Geogel-Bucur,46.3,23.38333
6754059,2883,182,Romania,RO,Europe,Arad,Geogel-Sat,46.3,23.38333
6754031,2883,182,Romania,RO,Europe,Arad,George Co?buc,47.80294,26.87072
6754057,2883,182,Romania,RO,Europe,Arad,George Enescu,48.03333,26.48333
6754053,2883,182,Romania,RO,Europe,Arad,Geoseni,46.28333,26.63333
6754052,2883,182,Romania,RO,Europe,Arad,Gepi?,46.84592,22.02049
6754051,2883,182,Romania,RO,Europe,Arad,Gepiu,46.93034,21.79016
6754049,2883,182,Romania,RO,Europe,Arad,Gera,46.56667,23.35
6754040,2883,182,Romania,RO,Europe,Arad,Ghedule?ti,46.23545,23.07023
6754039,2883,182,Romania,RO,Europe,Arad,Gheghie,47.01819,22.51742
6753614,2883,182,Romania,RO,Europe,Arad,Ghel?ie?ti,46.93333,26.65
6754037,2883,182,Romania,RO,Europe,Arad,Ghelari,45.71667,22.78333
6754034,2883,182,Romania,RO,Europe,Arad,Ghenci,47.63333,22.53333
6754033,2883,182,Romania,RO,Europe,Arad,Ghenetea,47.38898,22.3976
6754030,2883,182,Romania,RO,Europe,Arad,Gheorghe Doja,46.37831,26.96248
6754020,2883,182,Romania,RO,Europe,Arad,Gher?e?ti,47.01667,26.81667
6754028,2883,182,Romania,RO,Europe,Arad,Gher?e?tii Noi,47.01667,26.81667
6754016,2883,182,Romania,RO,Europe,Arad,Gherdana,46.26518,27.18458
6753654,2883,182,Romania,RO,Europe,Arad,Ghergheleu,46.85341,27.71667
6753651,2883,182,Romania,RO,Europe,Arad,Gherghe?ti,46.5,27.51667
6753645,2883,182,Romania,RO,Europe,Arad,Gherman,45.27291,21.36217
6753641,2883,182,Romania,RO,Europe,Arad,Gherm?ne?ti,46.82998,28.08105
6753642,2883,182,Romania,RO,Europe,Arad,Gherm?ne?ti,46.32392,27.83936
6753636,2883,182,Romania,RO,Europe,Arad,Gherteni?,45.43315,21.58126
6753635,2883,182,Romania,RO,Europe,Arad,Ghe?ari,46.5,22.81667
6753633,2883,182,Romania,RO,Europe,Arad,Ghib?r?eni,46.01667,27.91667
6753631,2883,182,Romania,RO,Europe,Arad,Ghicani,46.39116,27.65579
6753630,2883,182,Romania,RO,Europe,Arad,Ghida,47.31112,22.45182
6753629,2883,182,Romania,RO,Europe,Arad,Ghidigeni,46.05,27.5
6753627,2883,182,Romania,RO,Europe,Arad,Ghidion,47.04062,27.15628
6753626,2883,182,Romania,RO,Europe,Arad,Ghidionu,46.63333,26.46667
6753622,2883,182,Romania,RO,Europe,Arad,Ghiepe?,47.26667,22.16667
6753621,2883,182,Romania,RO,Europe,Arad,Ghighi?eni,46.55141,22.43148
6753619,2883,182,Romania,RO,Europe,Arad,Ghigoie?ti,46.98283,26.57668
6753616,2883,182,Romania,RO,Europe,Arad,Ghilad,45.46501,21.13824
6753613,2883,182,Romania,RO,Europe,Arad,Ghil?ne?ti,47.63333,26.73333
6753611,2883,182,Romania,RO,Europe,Arad,Ghil?ve?ti,46.43927,27.17583
6753610,2883,182,Romania,RO,Europe,Arad,Ghilea,46.41667,26.58333
6753609,2883,182,Romania,RO,Europe,Arad,Ghile?ti,47.5409,22.58574
6753606,2883,182,Romania,RO,Europe,Arad,Ghime?,46.56821,26.08886
6753604,2883,182,Romania,RO,Europe,Arad,Ghime?-F?get,46.58333,26.06667
6753602,2883,182,Romania,RO,Europe,Arad,Ghimice?ti,45.96696,27.07769
6753590,2883,182,Romania,RO,Europe,Arad,Ghind?oani,47.10983,26.33909
6753584,2883,182,Romania,RO,Europe,Arad,Ghinghe?ti,46.01349,27.76588
6753583,2883,182,Romania,RO,Europe,Arad,Ghini?e?ti,46.91667,26.78333
6753582,2883,182,Romania,RO,Europe,Arad,Ghioca,46.88333,26.13333
6753577,2883,182,Romania,RO,Europe,Arad,Ghioncani,46.24152,23.32857
6753575,2883,182,Romania,RO,Europe,Arad,Ghionoaia,46.35243,27.27214
6753574,2883,182,Romania,RO,Europe,Arad,Ghiorac,46.7134,21.68309
6753573,2883,182,Romania,RO,Europe,Arad,Ghioracu Nou,46.7,21.68333
6753572,2883,182,Romania,RO,Europe,Arad,Ghioroc,46.15,21.58333
6753570,2883,182,Romania,RO,Europe,Arad,Ghior?ani,48.03333,26.3
6753565,2883,182,Romania,RO,Europe,Arad,Ghireasca,46.19777,27.89732
6753564,2883,182,Romania,RO,Europe,Arad,Ghireni,48.15214,26.88652
6753132,2883,182,Romania,RO,Europe,Arad,Ghiroda,45.76389,21.30028
6753129,2883,182,Romania,RO,Europe,Arad,Ghirolt,47.60931,22.62334
6753127,2883,182,Romania,RO,Europe,Arad,Ghitc?u?i,48.1,26.68333
6753126,2883,182,Romania,RO,Europe,Arad,Ghiurche,46.38857,26.0675
6753124,2883,182,Romania,RO,Europe,Arad,Ghizela,45.82417,21.73722
6753122,2883,182,Romania,RO,Europe,Arad,Ghozuri,45.98333,23.28333
6753120,2883,182,Romania,RO,Europe,Arad,Gialacuta,46.00284,22.78595
6753119,2883,182,Romania,RO,Europe,Arad,Giarmata,45.83833,21.31083
6753117,2883,182,Romania,RO,Europe,Arad,Giarmata-Vii,45.7996,21.30026
6753114,2883,182,Romania,RO,Europe,Arad,Giera,45.40722,20.99222
6753111,2883,182,Romania,RO,Europe,Arad,Gil?u,46.73245,23.36174
6753098,2883,182,Romania,RO,Europe,Arad,Ginta,46.75342,22.08807
6753096,2883,182,Romania,RO,Europe,Arad,Giorocuta,47.43226,22.79769
6754054,2883,182,Romania,RO,Europe,Arad,Gioseni,46.42925,26.99239
6753052,2883,182,Romania,RO,Europe,Arad,Giri?u Negru,46.72537,21.90682
6753054,2883,182,Romania,RO,Europe,Arad,Giri?u de Cri?,47.06416,21.76108
6753045,2883,182,Romania,RO,Europe,Arad,Giroc,45.69417,21.23583
6808308,2883,182,Romania,RO,Europe,Arad,Girocului,45.73039,21.23095
6753043,2883,182,Romania,RO,Europe,Arad,Girov,46.95,26.51667
6752589,2883,182,Romania,RO,Europe,Arad,Giule?tii din Deal,46.88333,26.76667
6752593,2883,182,Romania,RO,Europe,Arad,Giule?ti,47.34865,26.38
6752594,2883,182,Romania,RO,Europe,Arad,Giule?ti,46.54817,22.59052
6752588,2883,182,Romania,RO,Europe,Arad,Giule?ti,46.88333,26.76667
6752586,2883,182,Romania,RO,Europe,Arad,Giulv?z,45.54889,20.98444
6752581,2883,182,Romania,RO,Europe,Arad,Giurcani,46.28285,27.98184
6752579,2883,182,Romania,RO,Europe,Arad,Giurcu?a de Jos,46.65595,22.98845
6752578,2883,182,Romania,RO,Europe,Arad,Giurcu?a de Sus,46.64625,22.91867
6752580,2883,182,Romania,RO,Europe,Arad,Giurcue?ti,46.23333,23.21667
6752577,2883,182,Romania,RO,Europe,Arad,Giurgeni,46.23796,27.19833
6752572,2883,182,Romania,RO,Europe,Arad,Giurge?ti,47.50381,26.42305
6752573,2883,182,Romania,RO,Europe,Arad,Giurge?ti,47.25021,26.9088
6752574,2883,182,Romania,RO,Europe,Arad,Giurge?ti,46.73494,27.97738
6752575,2883,182,Romania,RO,Europe,Arad,Giurge?ti,46.31606,22.75273
6752570,2883,182,Romania,RO,Europe,Arad,Giurgioana,46.17239,27.35768
6752569,2883,182,Romania,RO,Europe,Arad,Giurgiova,45.18522,21.7201
6752563,2883,182,Romania,RO,Europe,Arad,Giurgiu?,46.5214,22.9501
6752566,2883,182,Romania,RO,Europe,Arad,Giurgiu,46.5,22.95
6752561,2883,182,Romania,RO,Europe,Arad,Giurtelecu ?imleului,47.2968,22.79557
6752558,2883,182,Romania,RO,Europe,Arad,Gladna Montan?,45.74585,22.20184
6752557,2883,182,Romania,RO,Europe,Arad,Gladna Român?,45.75,22.21667
6752551,2883,182,Romania,RO,Europe,Arad,Gl?v?ne?ti,46.25,27.38333
6752550,2883,182,Romania,RO,Europe,Arad,Gl?v?ne?ti,47.55262,27.27034
6752548,2883,182,Romania,RO,Europe,Arad,Glavi?a,45.78333,21.93333
6752543,2883,182,Romania,RO,Europe,Arad,Gligore?ti,46.38422,22.84508
6752541,2883,182,Romania,RO,Europe,Arad,Glimboca,45.48333,22.31667
6752528,2883,182,Romania,RO,Europe,Arad,Glod,46.06369,23.15896
6752517,2883,182,Romania,RO,Europe,Arad,Glodeni,46.84217,27.52044
6752513,2883,182,Romania,RO,Europe,Arad,Glodenii Gândului,46.95158,27.29938
6752512,2883,182,Romania,RO,Europe,Arad,Glodghile?ti,45.97848,22.47669
6752511,2883,182,Romania,RO,Europe,Arad,Glodi?oarele,46.62094,27.1523
6752510,2883,182,Romania,RO,Europe,Arad,Glodosu,46.33333,26.66667
6751923,2883,182,Romania,RO,Europe,Arad,Gloduri,46.41667,26.48333
6809851,2883,182,Romania,RO,Europe,Arad,Glogovat Railway Station,46.17638,21.41041
6807913,2883,182,Romania,RO,Europe,Arad,Gloria,47.8449,25.92192
6751914,2883,182,Romania,RO,Europe,Arad,Godine?ti,46.0248,22.5334
6751913,2883,182,Romania,RO,Europe,Arad,Godine?tii de Jos,46.42106,27.23087
6751912,2883,182,Romania,RO,Europe,Arad,Godine?tii de Sus,46.42793,27.21738
6751909,2883,182,Romania,RO,Europe,Arad,Goe?ti,47.15654,27.13659
6751903,2883,182,Romania,RO,Europe,Arad,Gogoiu,45.9993,26.84162
6751898,2883,182,Romania,RO,Europe,Arad,Gohor,46.06667,27.4
6751910,2883,182,Romania,RO,Europe,Arad,Goie?ti,46.37685,22.91998
6751895,2883,182,Romania,RO,Europe,Arad,Goila,46.77287,22.33975
6751894,2883,182,Romania,RO,Europe,Arad,Goioasa,46.44723,26.29806
6751904,2883,182,Romania,RO,Europe,Arad,Gojeie?ti,46.38333,22.8
6751893,2883,182,Romania,RO,Europe,Arad,Gol?ie?ti,47.23333,27.7
6751886,2883,182,Romania,RO,Europe,Arad,Gole?,45.67626,22.75713
6751885,2883,182,Romania,RO,Europe,Arad,Gole?ti,46.13333,22.78333
6751883,2883,182,Romania,RO,Europe,Arad,Golia,46.83333,27.68333
6751843,2883,182,Romania,RO,Europe,Arad,Go?mani,46.8362,26.71522
6751879,2883,182,Romania,RO,Europe,Arad,Gorban,46.87611,28.07889
6751877,2883,182,Romania,RO,Europe,Arad,Gorb?ne?ti,47.78333,26.85
6751868,2883,182,Romania,RO,Europe,Arad,Gorghe?ti,46.44292,27.28863
6751861,2883,182,Romania,RO,Europe,Arad,Gornei,46.38333,27.63333
6751853,2883,182,Romania,RO,Europe,Arad,Gorovei,46.81667,26.93333
6751851,2883,182,Romania,RO,Europe,Arad,Goruia,45.18722,21.77917
6751850,2883,182,Romania,RO,Europe,Arad,Gorun,46.77804,27.14169
6751847,2883,182,Romania,RO,Europe,Arad,Goruni,47.10389,27.71854
6751845,2883,182,Romania,RO,Europe,Arad,Go?a,46.13333,22.78333
6751466,2883,182,Romania,RO,Europe,Arad,Gote?ti,45.61058,22.67439
6751465,2883,182,Romania,RO,Europe,Arad,Gothatea,45.94557,22.60836
6751464,2883,182,Romania,RO,Europe,Arad,Gottlob,45.936,20.71168
6751462,2883,182,Romania,RO,Europe,Arad,Gov?jdia,45.74069,22.79599
6751460,2883,182,Romania,RO,Europe,Arad,Grab??,45.87861,20.74238
6751459,2883,182,Romania,RO,Europe,Arad,Gr?de?ti,46.29767,27.27908
6751456,2883,182,Romania,RO,Europe,Arad,Gr?dinari,47.27035,27.66967
6751457,2883,182,Romania,RO,Europe,Arad,Gr?dinari,46.63968,22.37472
6751440,2883,182,Romania,RO,Europe,Arad,Gr?jdeni,46.18977,27.77832
6751439,2883,182,Romania,RO,Europe,Arad,Grajduri,46.96667,27.51667
6751435,2883,182,Romania,RO,Europe,Arad,Gr?me?ti,47.91667,26.15
6808292,2883,182,Romania,RO,Europe,Arad,Grand Hotel Traian,47.16589,27.57927
625195,2883,182,Romania,RO,Europe,Arad,Graniceri,,
6751433,2883,182,Romania,RO,Europe,Arad,Gr?niceri,46.51667,21.3
6751431,2883,182,Romania,RO,Europe,Arad,Gr?nicerii,45.4417,20.88177
6751430,2883,182,Romania,RO,Europe,Arad,Gr?nice?ti,47.81667,26.06667
6751428,2883,182,Romania,RO,Europe,Arad,Gr?peni,46.04694,28.02889
6751424,2883,182,Romania,RO,Europe,Arad,Greaca,47.61667,27.35
6751409,2883,182,Romania,RO,Europe,Arad,Grecul,46.71694,28.09972
6751404,2883,182,Romania,RO,Europe,Arad,Grie?ti,46.90306,27.37579
6751403,2883,182,Romania,RO,Europe,Arad,Grigoreni,46.59659,26.68175
6751402,2883,182,Romania,RO,Europe,Arad,Grigore?ti,47.7191,26.38203
6751401,2883,182,Romania,RO,Europe,Arad,Grind,45.91346,22.50411
6751384,2883,182,Romania,RO,Europe,Arad,Grivi?a,48.01667,26.58333
6751390,2883,182,Romania,RO,Europe,Arad,Grivi?a,46.15,27.65
6751386,2883,182,Romania,RO,Europe,Arad,Grivi?a Nou?,48.01667,26.58333
6751385,2883,182,Romania,RO,Europe,Arad,Grivi?a Veche,48.01667,26.58333
6750902,2883,182,Romania,RO,Europe,Arad,Gro?,45.77923,22.78626
6751381,2883,182,Romania,RO,Europe,Arad,Groapa Vl?dichii,47.55286,26.23039
6750908,2883,182,Romania,RO,Europe,Arad,Gro?eni,46.49754,22.11833
6751378,2883,182,Romania,RO,Europe,Arad,Groho?ele,46.20498,22.98669
6751379,2883,182,Romania,RO,Europe,Arad,Grohot,46.24547,22.77265
6751377,2883,182,Romania,RO,Europe,Arad,Groi,46.95,22.61667
6750898,2883,182,Romania,RO,Europe,Arad,Gro?ii Noi,46.11964,22.12082
